date,Atibainha-QNat,QT6,Cachoeira-QNat,PaivaCastro-Qjus,Jaguari-Qjus,PaivaCastro-Vop,QT7,PaivaCastro-QNat,Atibainha-Qjus,Atibainha-Vop,QT5,Cachoeira-Vop,Jaguari-QNat,Jaguari-Vop,Cachoeira-Qjus,ESI
2014-1-6,0.57,30.33,1.07,1.0,1.0,46.46,20.3,0.76,1.0,41.64,25.4,43.78,8.22,23.05,1.0,27.1
2013-2-12,11.39,10.13,7.38,1.0,1.0,51.99,3.0,13.44,0.25,58.45,14.2,48.45,31.08,55.07,0.25,31.1
2011-4-18,0.96,25.0,11.4,1.0,1.5,45.91,0.0,5.31,0.5,60.98,23.1,63.42,12.94,98.84,0.5,31.3
2005-1-1,3.14,22.92,1.08,1.0,1.0,51.99,21.63,3.14,0.41,46.53,27.95,31.45,22.63,28.54,0.52,29.6
2007-5-13,3.3,23.11,0.92,0.6,1.0,50.88,30.53,2.47,1.02,48.33,28.08,42.66,14.38,47.87,1.0,32.4
2011-5-14,3.04,25.0,6.65,1.0,1.0,43.17,24.0,3.63,1.0,61.19,29.4,72.09,19.26,99.75,2.0,33.0
2008-2-15,3.75,23.73,10.57,0.6,0.3,52.55,0.0,4.54,0.2,36.81,25.02,44.24,40.69,40.93,0.32,32.4
2006-2-1,4.1,15.45,8.62,1.0,1.0,49.22,16.14,8.48,0.5,37.4,23.1,46.83,46.62,45.87,0.53,31.7
2005-8-13,2.9,29.71,2.3,1.0,1.0,48.67,30.69,1.46,0.51,55.01,32.1,50.18,14.26,50.04,2.4,31.1
2010-9-12,2.9,23.49,4.43,1.0,4.5,48.11,17324.44,2.68,2.5,76.0,31.3,62.34,6.86,90.24,3.0,32.5
2013-4-10,1.09,3.23,5.05,1.0,1.0,55.34,7.5,7.12,0.25,61.83,28.0,49.36,27.71,64.34,0.25,30.2
2008-2-1,6.48,0.0,15.97,0.6,0.3,54.22,0.0,3.78,0.2,33.87,28.7,43.84,62.73,37.14,0.31,29.5
2013-12-15,3.77,25.93,2.18,1.0,2.0,46.46,21.31,1.48,1.0,45.33,30.99,43.2,12.65,27.24,1.5,30.5
2005-11-26,7.9,15.7,18.71,1.0,2.0,36.64,735.59,6.99,0.5,37.99,20.34,37.72,54.98,38.4,2.554,32.1
2013-1-27,3.46,20.05,7.94,1.0,2.0,47.56,4.3,5.28,0.25,51.95,20.94,35.94,24.69,53.73,0.25,30.1
2009-8-31,3.95,20.71,2.2,1.0,2.0,57.58,26.14,3.03,2.0,64.88,29.82,47.94,11.92,85.81,2.0,28.4
2007-9-14,1.04,26.19,1.04,0.6,2.0,54.22,26.09,2.37,1.51,49.34,28.04,44.83,8.82,35.35,2.52,30.3
2009-2-22,6.52,19.65,10.15,1.0,0.5,58.14,0.0,5.62,0.5,57.87,28.02,53.49,42.01,77.87,0.5,28.7
2004-12-18,0.99,22.39,1.08,1.0,1.0,44.26,20.11,5.46,0.41,44.73,28.06,30.08,21.11,27.55,0.48,33.0
2004-3-25,1.13,19.33,2.93,0.1,0.7,48.11,14.33,3.5,0.1,56.85,27.116,55.06,15.53,5.46,0.4,29.9
2012-11-13,7.4,32.67,6.79,1.0,3.0,48.67,23.14,9.03,2.5,55.7,23.57,37.25,22.14,54.4,1.5,31.6
2010-10-2,11.26,12.56,5.3,1.0,4.5,50.88,13.68,10.66,2.5,74.05,21.3,58.26,7.34,86.39,3.0,30.0
2006-9-3,5.91,25.37,3.82,1.0,3.13,55.34,22.69,5.07,1.01,53.79,28.4,43.94,21.42,51.31,3.01,33.0
2005-10-7,1.29,19.72,3.24,1.0,3.0,50.33,16.01,4.68,0.5,51.16,29.8,45.53,14.97,40.84,3.51,33.0
2010-8-28,2.03,23.93,1.65,1.0,3.0,55.34,23.38,6.17,2.0,75.57,23.31,67.71,9.57,93.81,2.0,33.0
2008-1-31,13.16,0.0,24.99,0.6,0.3,51.44,0.0,5.86,0.2,35.83,12.96,41.87,70.08,36.47,0.31,30.6
2006-3-3,2.59,21.12,7.58,1.0,0.5,51.99,14.04,9.12,0.51,46.53,27.8,48.55,33.23,60.04,0.5,33.0
2010-7-30,3.84,19.96,3.3,1.0,2.0,50.88,10.08,3.8,1.0,86.33,25.27,80.86,12.08,97.37,1.0,31.5
2004-1-26,2.89,20.13,3.02,0.22,0.7,53.1,19.91,6.05,0.3,42.14,25.05,33.76,10.65,6.34,0.53,29.9
2010-1-11,9.79,15.14,12.33,2.0,70.08,63.21,0.0,11.24,9.0,92.32,23.45,90.32,58.64,98.71,5.0,30.7
2012-1-8,4.94,15.06,2.97,1.0,2.0,48.67,15.0,6.74,0.5,55.7,26.51,46.85,17.0,71.32,0.5,27.4
2005-6-22,3.38,20.03,4.27,1.0,1.0,49.22,20.0,4.41,0.51,58.28,22.9,59.97,21.0,55.99,2.52,30.71
2011-4-15,3.03,25.0,6.76,1.0,1.5,50.33,15.0,8.33,0.5,60.35,25.1,67.94,39.28,97.92,0.5,32.5
2011-10-7,1.0,31.0,1.24,1.0,5.0,44.26,23.0,3.06,3.0,47.8,29.0,44.37,12.19,78.04,3.0,33.0
2014-1-6,0.57,30.33,1.07,1.0,1.0,46.46,20.3,0.76,1.0,41.64,25.4,43.78,8.22,23.05,1.0,27.1
2013-2-12,11.39,10.13,7.38,1.0,1.0,51.99,3.0,13.44,0.25,58.45,14.2,48.45,31.08,55.07,0.25,31.1
2005-12-19,ERROR,3.39,ERROR,1.0,1.25,48.67,1.36,ERROR,0.5,42.34,2.92,36.01,ERROR,37.64,0.88,26.8
2008-4-20,10.59,25.43,4.76,1.0,0.2,58.7,1311.19,3.25,0.1,47.33,26.75,46.63,30.13,60.49,0.1,29.0
2009-7-17,4.83,24.07,1.68,1.0,2.0,49.22,16.14,2.75,2.0,55.83,26.9,51.73,12.63,90.13,2.0,30.6
2004-9-16,1.09,25.5,1.08,1.0,1.0,50.88,24.6,3.01,0.2,45.53,30.99,48.55,6.93,32.03,3.42,33.0
2013-2-7,7.36,26.8,6.38,1.0,2.0,46.46,23.09,6.53,0.5,54.66,26.6,45.85,34.54,53.1,0.5,32.2
2010-12-28,12.46,3.23,15.15,1.0,2.5,50.33,0.0,2.95,1.0,21.83,23.49,54.8,55.77,83.11,1.0,32.4
2006-11-8,1.04,29.65,3.38,1.0,2.0,53.66,26.77,1.43,1.04,43.13,31.94,36.01,5.16,37.6,2.0,30.9
2010-1-25,25.35,1.39,24.47,0.2,70.0,67.76,0.0,27.21,11.0,93.41,4.2,91.18,121.45,98.96,7.0,26.7
2008-1-13,4.99,21.13,4.28,0.6,0.5,57.02,19.61,14.49,0.5,31.92,23.39,36.48,23.82,31.59,0.5,30.9
2005-9-16,5.71,29.61,5.35,1.0,3.0,54.22,26.14,3.18,0.51,58.48,30.1,49.36,12.63,43.15,3.51,31.3
2013-9-9,1.45,23.53,3.58,1.0,1.5,47.56,31.35,1.14,2.5,51.12,29.8,50.07,4.17,44.3,2.0,31.4
2010-12-31,1.84,23.66,4.49,1.0,2.5,47.01,0.0,4.52,0.65,20.65,24.35,50.17,13.21,83.85,0.61,30.8
2009-1-14,3.74,14.73,8.57,1.0,1.0,51.44,0.55,3.17,0.5,48.94,29.55,38.2,24.23,55.75,0.5,32.7
2005-5-22,5.83,29.09,3.2,1.0,1.0,51.99,28.9,6.36,0.21,47.33,30.1,46.53,11.31,55.07,3.01,30.1
2008-12-10,1.0,23.12,1.26,1.0,2.0,51.99,12.51,3.49,1.5,48.33,22.52,48.25,5.96,47.51,2.0,33.0
2008-1-6,7.13,25.2,4.57,0.6,0.81,58.14,22.19,2.13,0.79,32.12,27.0,35.45,26.72,31.75,0.8,28.6
2008-8-14,2.32,25.91,0.99,1.0,1.5,55.9,23.25,3.79,0.5,49.74,27.13,53.39,15.53,62.1,2.5,30.03
2006-8-2,2.83,27.39,4.23,1.0,2.0,58.14,23.49,3.5,0.52,57.05,29.1,54.43,16.69,57.61,1.99,32.2
2006-7-21,3.21,27.63,2.19,1.0,2.0,55.9,26.61,2.38,0.52,56.03,30.32,55.8,9.99,59.29,2.01,31.7
2010-5-1,6.98,27.75,7.26,1.0,3.5,47.01,26.19,5.12,1.75,85.88,28.05,79.45,18.03,103.65,1.0,31.2
2007-8-13,1.85,26.81,1.5,0.6,0.5,57.02,25.52,1.3,0.5,47.73,23.16,49.16,9.82,40.93,1.02,26.4
2009-8-25,8.46,23.33,1.54,1.0,2.0,57.58,23.34,5.44,2.0,67.37,25.26,44.04,19.98,86.79,2.0,29.7
2011-5-16,9.0,25.0,6.66,1.0,1.0,48.67,24.0,3.86,1.0,60.3,33.0,72.88,19.26,99.63,2.0,31.5
2010-10-15,1.75,24.11,1.73,1.0,4.5,48.67,24.52,3.33,2.5,61.4,28.08,59.86,7.49,84.83,3.0,30.9
2009-1-27,16.83,14.32,24.52,1.0,0.63,58.7,0.73,11.85,0.5,46.13,15.0,40.12,43.63,60.79,0.5,28.4
2013-4-25,1.14,27.64,2.52,1.0,2.0,50.33,14.5,7.45,1.0,57.18,25.4,44.08,11.65,65.89,0.5,31.4
2008-8-17,2.68,25.33,1.05,1.0,1.5,61.52,26.5,4.03,0.5,49.74,28.06,53.08,13.82,61.69,2.5,30.1
2012-8-6,3.88,30.3,5.04,1.0,1.0,45.36,27.56,4.43,1.5,56.76,28.0,46.05,7.79,77.71,1.5,32.4
2004-4-20,12.03,20.68,16.94,0.1,0.7,70.62,19.53,10.05,0.1,52.17,27.116,60.51,53.59,7.53,0.4,28.4
2004-9-21,1.08,29.61,1.0,1.0,1.0,62.65,32.05,2.88,0.2,45.33,35.09,49.77,10.87,31.0,3.4,33.0
2010-4-9,11.27,0.0,18.39,0.2,40.0,51.99,0.0,6.48,1.0,83.67,20.1,84.52,40.0,104.34,5.0,31.3
2008-11-14,8.99,20.23,13.68,1.0,1.5,57.58,19.53,3.27,1.5,48.94,27.7,52.56,16.77,48.56,1.5,29.5
2010-8-25,2.2,23.35,2.56,1.0,3.0,54.22,25.08,4.08,2.0,77.3,23.94,67.38,5.61,94.35,2.0,31.5
2011-7-5,6.16,25.0,4.61,1.0,1.5,48.67,21.0,2.71,1.5,56.13,32.0,65.28,11.12,97.43,1.5,30.8
2011-7-31,4.69,25.0,5.0,1.0,4.0,44.81,22.0,3.47,2.0,50.29,30.0,61.8,14.77,94.17,2.0,31.5
2008-4-3,4.66,24.5,5.33,1.0,0.2,56.46,15.36,3.53,0.1,45.33,29.06,42.56,24.59,55.02,0.1,30.6
2005-1-21,7.14,1.13,16.81,1.0,1.0,41.53,3.35,7.95,0.1,47.13,22.07,39.54,84.88,34.7,0.42,29.5
2010-6-29,3.5,21.35,3.48,1.0,2.0,57.02,15.43,6.16,1.0,88.99,26.83,88.72,11.77,98.53,1.0,31.5
2011-2-18,11.09,9.37,14.23,1.0,34.4,47.56,0.0,3.99,0.25,63.1,27.32,50.98,34.4,94.29,0.25,31.3
2006-4-10,17.77,7.21,14.14,1.0,0.5,49.22,1.3,2.9,0.51,53.38,17.4,60.08,26.68,70.2,0.51,30.7
2007-10-21,1.13,24.01,1.4,0.6,3.5,55.34,15.34,0.85,2.0,41.35,29.98,35.26,5.27,26.26,4.5,32.2
2010-5-28,5.02,25.13,5.3,1.0,2.0,52.55,22.78,5.83,1.0,94.58,29.1,89.32,13.25,100.8,1.0,33.0
2006-5-24,6.29,27.54,4.85,1.0,2.0,56.46,23.68,6.64,0.52,57.87,28.6,55.17,20.77,67.72,0.99,30.8
2010-6-15,1.08,22.0,3.23,1.0,2.0,58.7,25.68,5.93,1.0,92.79,27.0,93.46,16.22,99.33,1.0,31.5
2010-6-3,1.04,25.1,4.79,1.0,2.0,55.34,21.31,4.07,1.0,94.81,25.131,90.17,11.31,100.18,1.0,28.7
2009-3-16,5.64,10.9,9.75,1.0,0.5,54.78,3.29,6.78,0.5,58.89,27.8,51.11,47.12,86.5,0.5,29.7
2005-2-16,1.46,10.12,9.06,1.0,1.0,49.77,1.43,4.59,0.1,47.13,27.6,38.2,23.91,48.06,0.42,32.7
2006-7-8,2.27,29.19,2.12,1.0,2.0,57.02,29.13,3.34,0.52,53.38,30.94,55.17,12.23,61.59,2.06,31.8
2007-3-2,2.74,30.15,1.07,1.0,1.0,50.88,29.03,4.86,0.5,39.37,30.1,41.19,16.69,52.77,1.5,33.0
2013-7-24,ERROR,27.15,ERROR,1.0,1.5,ERROR,27.67,ERROR,1.28,ERROR,29.85,ERROR,ERROR,53.96,1.0,28.0
2004-7-27,2.85,19.67,5.75,0.1,0.5,53.1,732.76,3.16,0.1,46.73,20.1,51.93,11.25,18.36,0.42,28.6
2010-8-26,0.66,20.5,3.08,1.0,3.0,54.78,23.0,4.12,2.0,76.44,28.87,67.82,9.16,94.17,2.0,31.5
2009-10-20,20.75,22.49,23.42,1.0,2.0,53.1,23.34,14.31,2.0,58.48,17.112,51.0,90.61,85.86,2.0,33.0
2010-2-28,13.27,13.94,10.29,0.2,40.0,57.58,0.0,7.97,7.0,78.1,25.1,86.79,22.96,96.95,6.0,30.9
2009-6-19,2.19,24.93,3.42,1.0,2.0,52.55,13.04,3.9,1.5,65.5,23.01,52.56,14.5,91.01,1.5,31.4
2010-12-22,0.78,5.45,8.43,1.0,2.0,52.55,0.0,7.66,0.5,25.96,27.8,51.9,23.07,80.67,0.5,33.0
2012-11-14,5.92,32.65,5.17,1.0,3.0,48.67,27.46,3.24,2.5,56.34,29.06,37.06,7.99,54.16,1.5,31.3
2007-7-1,1.47,29.03,1.45,0.6,1.0,62.08,23.04,3.89,0.5,49.14,30.0,39.54,4.5,42.06,2.0,31.3
2008-5-7,6.99,0.0,8.45,1.0,0.2,55.34,0.0,3.86,0.1,50.95,27.33,54.85,19.44,64.55,0.1,30.2
2006-8-19,4.14,26.94,2.07,1.0,3.0,54.22,22.99,1.1,0.52,55.62,32.9,51.11,8.01,54.25,3.05,33.0
2006-12-22,3.43,23.13,5.19,1.0,1.0,54.78,23.23,2.89,0.5,40.36,31.1,37.24,20.44,33.64,1.0,33.0
2011-7-17,2.83,25.0,2.38,1.0,1.5,44.26,25.0,3.48,1.5,54.66,31.0,63.42,15.18,96.1,1.5,33.0
2011-9-13,4.0,31.0,2.35,1.0,5.0,47.56,30.0,2.49,3.0,43.07,32.0,51.8,8.01,85.4,3.0,33.0
2004-11-25,1.58,23.3,1.35,1.0,1.0,42.62,21.75,4.02,0.4,41.7,29.98,40.8,12.16,26.6,0.5,33.0
2013-9-10,2.62,23.42,3.86,1.0,1.79,46.46,32.0,0.51,2.74,50.91,30.62,50.68,4.69,43.99,2.52,31.1
2005-8-14,2.86,29.75,4.35,1.0,1.0,47.56,31.13,0.93,0.51,55.01,32.1,50.59,10.37,49.81,2.4,33.0
2006-2-22,6.5,23.37,15.93,1.0,0.48,51.99,1.03,8.28,0.51,48.74,24.14,59.43,47.27,56.97,0.51,33.0
2004-12-9,3.78,29.3,14.14,1.0,1.0,58.7,23.1,7.08,0.4,43.93,23.1,34.88,45.39,27.24,0.5,32.2
2009-1-4,5.63,15.16,10.35,1.0,1.0,63.78,731.55,9.49,0.63,53.59,20.16,42.85,37.97,52.44,0.66,22.2
2005-7-20,1.52,26.74,1.92,1.0,1.0,47.56,23.92,3.24,0.51,58.07,30.1,57.07,11.58,52.77,2.49,30.4
2009-11-28,25.08,35.16,6.83,0.0,2.0,60.39,34.5,9.43,0.5,58.28,22.1,49.26,41.94,87.2,0.5,31.1
2009-3-1,5.82,19.49,14.21,1.0,0.5,51.44,0.0,6.44,0.5,62.6,20.06,52.14,42.87,81.86,0.5,31.4
2007-12-25,2.82,19.79,6.33,0.6,0.5,57.02,0.0,3.63,0.5,31.73,22.1,40.41,19.14,32.07,0.5,30.6
2004-12-16,2.92,27.33,1.29,1.0,1.0,47.56,19.73,3.61,0.41,45.33,28.09,30.81,17.22,27.55,0.49,30.7
2005-8-28,1.1,29.15,1.54,1.0,3.0,45.91,29.49,1.44,0.51,54.6,32.08,49.57,15.53,46.51,3.51,33.0
2014-4-30,0.03,16.0,0.76,0.2,1.0,47.01,14.7,2.01,1.0,50.29,19.66,39.53,5.42,3.1,1.0,23.9
2013-11-3,0.3,30.2,1.42,1.0,2.4,46.46,23.1,2.18,2.0,59.5,30.35,53.65,11.91,31.63,3.5,33.0
2009-9-6,3.75,25.69,2.07,1.0,2.0,54.22,23.99,5.25,2.0,62.81,25.06,50.18,9.84,84.94,2.0,29.8
2004-3-16,5.44,20.45,5.17,0.1,0.7,62.08,14.0,7.62,0.1,57.87,21.03,57.07,25.57,4.47,0.4,30.6
2013-11-27,7.15,22.39,9.7,1.0,2.5,47.56,20.34,3.69,1.0,53.2,30.87,45.26,16.19,27.81,1.0,32.1
2010-7-25,3.91,25.04,3.98,1.0,2.0,48.11,20.15,2.63,1.0,86.777,27.95,83.57,10.76,97.8,1.0,33.0
2007-6-3,12.83,27.13,7.97,1.0,1.0,58.14,24.9,7.8,0.5,49.14,27.9,44.33,30.11,45.6,1.01,29.3
2014-3-16,0.13,23.55,5.46,0.2,1.0,52.55,19.09,3.67,1.0,51.33,25.0,31.79,3.11,9.03,1.0,27.0
2011-12-10,27.73,30.06,6.86,1.0,3.0,47.56,21.25,6.66,0.5,53.2,24.88,49.46,54.41,72.02,0.5,28.6
2006-11-24,1.39,29.5,4.83,1.0,2.0,48.67,29.17,2.65,1.0,42.34,29.89,34.79,8.29,34.21,1.52,33.0
2012-3-9,2.13,23.04,3.15,1.0,2.0,40.98,23.04,2.38,1.5,53.83,31.0,51.59,8.93,80.78,1.5,31.9
2004-11-11,3.77,24.17,2.47,1.0,1.5,54.22,18.46,1.9,0.4,42.54,29.82,43.84,12.95,25.92,1.49,31.7
2007-5-26,1.12,20.4,1.08,0.6,1.0,53.1,16.64,3.44,0.5,48.33,27.116,45.33,17.64,46.37,0.5,30.8
2010-5-30,3.25,25.16,5.77,1.0,2.0,49.77,22.34,3.2,1.0,94.81,24.11,89.8,12.82,100.62,1.0,33.0
2012-11-30,1.08,24.0,1.94,1.0,2.79,48.11,26.3,5.96,1.75,59.7,28.04,35.66,2.9,50.18,1.33,33.0
2006-8-23,1.65,26.85,1.06,1.0,3.0,61.52,27.2,1.98,0.52,54.4,30.32,50.39,7.87,53.34,3.04,32.3
2011-12-4,2.34,30.06,2.68,1.0,3.0,45.36,27.33,7.83,0.5,47.39,25.0,49.26,10.72,72.18,0.5,29.9
2006-1-8,6.16,1.24,11.83,1.0,0.5,56.46,5.15,9.42,0.5,40.75,22.36,47.64,63.95,44.66,0.54,29.8
2004-3-8,4.43,20.21,7.3,0.1,0.4,58.14,17.49,6.02,0.1,59.3,22.113,54.96,32.31,3.84,0.4,28.1
2009-3-11,8.33,15.29,8.5,1.0,0.5,53.1,18.6,4.82,0.5,60.54,20.75,49.16,40.55,84.31,0.5,29.5
2013-6-21,1.15,30.12,2.99,1.0,2.0,51.99,26.04,5.53,1.5,43.69,27.4,45.26,9.37,59.74,0.5,33.0
2012-4-22,13.63,4.69,12.11,1.0,1.32,43.72,737.36,14.68,0.5,72.32,3.39,53.86,54.42,74.08,0.64,27.8
2012-7-12,5.07,34.52,4.03,1.0,2.0,46.46,26.3,4.0,0.5,41.85,30.0,41.84,12.42,81.4,0.5,33.0
2004-8-20,1.22,25.97,2.5,1.13,1.0,63.21,25.37,4.44,0.1,47.73,27.119,47.54,10.7,15.28,1.9,29.4
2011-5-2,10.01,25.0,9.06,1.0,1.0,45.91,24.0,9.7,1.0,62.04,22.2,64.95,25.0,100.12,1.0,30.9
2007-4-15,1.0,23.07,3.08,0.6,1.0,54.78,25.99,4.53,1.01,44.93,28.06,47.74,26.99,51.07,1.0,31.5
2009-3-30,4.34,19.46,11.44,1.0,1.0,56.46,3.51,5.62,1.0,61.98,25.1,50.39,49.11,92.38,0.5,29.3
2007-1-4,26.73,14.92,14.39,1.0,1.0,53.1,1.35,5.78,0.5,43.33,25.2,46.03,45.96,37.51,0.52,29.5
2011-5-23,3.64,25.0,5.78,1.0,1.0,43.17,24.0,3.52,1.0,60.13,30.0,75.63,13.54,99.26,2.0,33.0
2009-12-31,9.05,0.0,13.47,0.0,67.25,57.02,0.0,2.39,9.0,89.27,27.53,80.93,61.52,99.08,5.0,31.9
2014-2-22,1.22,24.17,1.14,0.2,1.0,48.67,22.01,2.25,1.0,41.03,23.94,35.94,11.06,12.79,2.0,30.5
2012-10-5,3.3,23.94,3.14,1.0,3.5,44.81,27.0,2.0,2.5,37.37,32.0,38.67,6.4,64.7,3.5,33.0
2009-6-20,5.78,21.33,3.28,1.0,2.0,51.99,17.9,3.51,1.5,65.29,28.0,52.35,14.37,90.95,1.5,31.0
2012-3-14,1.0,26.0,1.66,1.0,2.0,45.36,27.0,6.55,1.0,54.87,26.0,52.52,13.23,80.05,1.0,33.0
2004-4-30,2.55,24.39,5.53,0.1,0.7,51.99,3.35,3.33,0.1,46.33,29.64,54.01,12.09,9.91,0.4,31.4
2011-10-17,11.29,30.0,7.44,1.0,5.0,48.67,31.0,11.78,0.5,55.08,17.5,45.26,25.73,75.72,0.5,24.4
2010-10-7,0.72,9.33,4.9,1.0,4.5,50.88,10.39,3.89,2.5,66.09,26.63,60.51,9.98,86.1,3.0,30.5
2008-4-27,7.26,25.17,1.84,1.0,0.2,53.1,23.43,2.78,0.1,50.75,30.01,45.13,28.36,61.85,0.1,31.3
2012-8-19,3.35,23.5,1.41,1.0,1.0,52.55,31.0,5.51,1.5,58.02,28.0,47.15,6.46,74.62,1.5,33.0
2005-10-13,1.42,19.31,3.5,1.0,3.0,49.22,14.57,3.76,0.5,46.93,29.45,42.07,9.51,40.36,3.4,32.7
2011-11-9,3.54,30.0,1.3,1.0,3.0,43.17,20.86,0.28,2.0,45.74,31.54,49.86,3.78,71.49,2.0,31.3
2009-11-19,3.95,24.13,2.68,1.0,2.0,54.78,22.63,2.7,2.0,52.37,23.4,50.29,19.2,86.73,2.0,30.6
2004-1-9,8.52,22.3,5.87,0.22,0.7,48.11,21.43,10.21,0.3,41.35,23.69,31.54,22.13,6.53,0.62,29.8
2011-9-20,2.0,31.0,3.3,1.0,5.0,45.36,26.6,3.52,3.0,42.66,30.0,50.37,4.87,83.39,3.0,33.0
2004-8-3,1.04,26.0,3.99,0.1,0.5,60.95,23.23,3.56,0.1,45.93,26.94,48.14,11.74,18.31,0.4,31.4
2004-3-26,1.18,17.42,1.19,0.1,0.7,51.44,14.96,5.04,0.1,56.03,27.39,54.85,19.31,5.52,0.4,29.9
2010-5-31,3.9,25.19,5.95,1.0,2.0,53.1,22.19,6.44,1.0,94.81,28.09,90.05,18.43,100.55,1.0,30.6
2006-6-12,1.4,26.81,2.12,1.0,2.0,60.95,19.3,3.95,0.52,54.2,30.03,50.08,11.57,66.2,1.97,31.0
2007-8-30,0.94,29.69,2.28,0.6,1.25,50.88,28.36,2.02,1.0,48.74,20.39,46.63,13.79,38.19,1.7,28.2
2010-9-13,6.09,23.42,1.08,1.0,4.5,51.44,25.98,3.94,2.5,76.22,29.59,61.8,2.92,89.95,3.0,29.6
2006-9-15,5.14,23.13,1.5,1.0,4.5,48.11,29.01,2.09,2.02,49.74,30.94,41.58,7.64,48.56,5.0,33.0
2008-6-27,3.21,21.31,2.13,1.0,1.0,54.22,21.39,4.29,0.5,48.74,26.83,59.21,18.03,66.2,0.5,31.1
2008-5-16,6.96,23.09,1.02,1.0,0.2,53.1,22.17,3.56,0.1,49.54,27.53,55.91,27.21,65.48,0.1,29.7
2010-8-30,1.46,22.01,1.3,1.0,3.0,56.46,20.03,4.64,2.0,74.49,23.73,67.27,6.24,93.45,2.0,30.4
2005-4-26,3.31,27.92,5.68,1.0,1.0,55.9,23.46,4.38,0.21,46.53,23.72,46.13,19.86,57.66,2.02,32.1
2007-11-14,5.52,21.22,7.96,0.6,0.5,55.9,0.0,1.87,0.51,34.65,26.23,38.01,22.52,30.53,0.5,27.5
2011-4-5,12.72,25.0,18.0,1.0,1.5,51.99,7.5,18.57,0.5,54.46,13.6,59.54,37.23,95.8,0.5,31.3
2010-4-6,12.4,0.0,11.52,0.2,5.0,44.81,12.69,9.54,1.0,85.0,11.4,77.36,46.83,103.9,1.0,30.5
2008-12-15,3.79,23.73,3.83,1.0,1.5,55.34,15.33,2.32,1.5,48.53,26.0,45.23,13.11,47.32,1.5,26.9
2008-3-21,8.93,20.33,19.66,0.6,0.1,57.02,0.0,4.88,0.1,46.13,29.2,51.62,52.81,51.45,0.1,33.0
2008-3-29,7.07,19.73,10.3,0.6,0.15,50.88,0.0,2.44,0.1,47.13,29.06,45.63,31.55,54.2,0.1,30.9
2006-1-28,7.3,25.16,1.25,1.0,1.5,46.46,17324.44,2.52,0.5,37.79,31.96,43.15,13.33,45.42,0.53,33.0
2006-7-19,3.77,27.07,0.17,1.0,2.0,57.02,27.22,2.87,0.52,56.03,30.32,56.23,15.22,59.69,2.01,31.2
2009-8-10,4.45,27.92,2.23,1.0,2.0,57.58,26.14,3.6,2.0,61.57,28.0,41.39,11.65,89.3,2.0,30.6
2007-12-9,3.64,25.15,3.21,0.6,1.0,55.9,25.21,5.81,1.0,32.5,27.19,37.43,18.88,30.17,1.0,33.0
2008-10-16,1.1,24.25,0.98,1.0,2.0,53.66,28.65,4.02,2.0,52.37,23.01,45.13,4.28,51.12,3.0,33.0
2010-11-27,2.91,20.04,2.79,1.0,4.5,53.1,21.1,4.22,2.5,54.25,29.18,56.16,20.43,76.99,3.0,33.0
2007-6-28,2.24,25.93,1.06,0.6,1.0,58.14,25.1,2.81,0.5,48.74,29.98,39.54,9.67,42.62,1.0,31.2
2005-2-21,1.33,9.92,7.21,1.0,1.0,45.91,733.13,4.97,0.1,40.55,27.19,38.1,21.42,49.16,0.42,30.1
2010-2-26,6.22,12.54,11.74,0.2,40.0,54.78,0.0,12.5,7.0,79.17,11.16,89.1,45.68,97.13,6.0,30.0
2005-1-25,10.27,18.06,10.68,1.0,1.0,42.07,1.43,4.83,0.1,45.93,28.23,44.73,57.38,37.64,0.44,31.1
2010-12-6,6.73,18.96,21.46,1.0,3.5,48.67,0.0,15.17,2.0,49.67,19.07,45.65,39.76,77.54,2.5,31.3
2005-7-1,3.31,27.3,3.85,1.0,1.0,47.56,23.59,3.07,0.51,58.28,30.1,61.7,25.07,55.07,2.554,31.2
2010-12-29,4.76,13.67,13.54,1.0,2.5,50.33,0.0,5.54,0.7,21.04,26.16,54.69,34.54,83.45,0.7,31.0
2008-1-4,3.23,25.22,4.13,0.6,1.0,64.35,22.34,7.47,1.0,31.34,25.22,35.45,15.9,31.79,2.0,28.6
2007-12-13,8.1,25.31,2.93,0.6,1.0,59.82,24.9,7.43,1.0,33.28,23.45,38.39,29.56,30.13,1.0,27.8
2009-1-19,5.78,14.73,13.81,1.0,1.0,56.46,0.66,5.59,0.5,47.33,20.01,38.49,38.48,57.9,0.5,24.6
2007-10-22,2.66,24.67,1.33,0.6,3.5,58.7,13.39,7.23,2.0,41.35,25.33,34.13,11.85,26.15,4.5,29.0
2007-8-4,4.18,26.71,2.4,0.6,0.5,48.67,20.01,4.11,0.5,46.93,28.09,48.25,16.41,42.36,0.55,31.6
2005-8-17,2.72,29.39,4.66,1.0,2.0,48.67,23.52,1.41,0.51,55.01,32.1,51.21,8.89,49.07,2.4,33.0
2013-6-12,2.62,31.06,3.2,1.0,2.0,52.55,29.95,6.35,1.5,40.21,27.55,44.86,13.07,61.39,0.5,33.0
2005-7-17,1.03,26.54,1.23,1.0,1.0,42.62,24.39,1.49,0.51,58.69,27.116,58.57,12.01,53.2,2.5,31.9
2013-9-17,1.32,31.13,1.55,1.0,2.5,53.1,29.64,3.68,4.0,49.46,23.45,49.15,3.53,41.92,2.5,32.6
