date,Atibainha-QNat,QT6,Cachoeira-QNat,PaivaCastro-Qjus,Jaguari-Qjus,PaivaCastro-Vop,QT7,PaivaCastro-QNat,Atibainha-Qjus,Atibainha-Vop,QT5,Cachoeira-Vop,Jaguari-QNat,Jaguari-Vop,Cachoeira-Qjus,ESI
2012-1-4,4.04,32.11,5.8,1.0,2.0,47.01,27.6,3.99,0.5,55.08,28.65,44.67,19.56,71.65,0.5,29.7
2008-1-12,1.3,25.36,3.33,0.6,0.5,49.77,21.78,1.02,0.5,31.73,30.63,36.2,14.35,31.55,0.5,33.0
2007-9-17,1.11,24.9,0.96,0.6,2.15,55.9,29.2,1.43,1.5,48.33,29.1,45.53,8.39,34.57,2.88,27.5
2004-3-9,6.76,20.25,5.26,0.1,0.4,54.22,17.9,5.26,0.1,59.72,22.19,55.27,25.52,3.95,0.4,30.8
2012-6-10,7.03,15.0,8.52,1.0,2.0,47.56,0.0,12.28,0.5,49.25,10.0,61.69,17.45,76.38,0.5,30.6
2008-10-18,7.24,25.03,2.32,1.0,2.75,56.46,27.24,3.71,2.0,52.37,27.99,45.53,12.47,50.7,3.69,30.7
2007-6-29,3.76,29.03,2.08,0.6,1.0,58.7,29.49,1.22,0.5,48.94,29.98,39.74,18.18,42.49,1.0,30.1
2012-5-29,3.62,0.0,3.71,1.0,2.0,43.17,0.0,3.47,1.0,55.08,26.0,69.61,7.1,74.46,1.0,30.4
2005-5-23,5.85,29.11,5.01,1.0,1.0,55.9,23.71,3.6,0.21,47.73,30.14,46.73,29.71,55.07,3.01,29.3
2013-2-26,4.49,10.17,9.34,1.0,1.5,50.88,2.14,5.02,0.5,48.42,28.0,48.25,22.17,58.74,0.5,33.0
2013-8-8,2.77,29.64,2.99,1.0,1.5,46.46,23.97,2.62,2.0,57.39,30.44,49.96,8.4,51.73,1.5,33.0
2011-1-5,16.04,24.64,28.18,1.0,0.5,57.58,0.0,25.83,0.25,37.17,0.0,51.39,153.15,88.48,0.25,28.8
2010-10-21,2.79,27.02,2.49,1.0,4.5,47.01,25.33,4.2,2.5,62.47,27.3,57.31,8.95,83.39,3.0,31.0
2007-12-29,1.08,25.22,2.79,0.6,0.82,59.82,24.75,3.08,0.5,31.34,28.03,35.63,14.34,32.35,0.82,31.5
2011-10-5,1.3,33.0,1.18,1.0,5.0,47.56,31.63,3.76,3.0,47.18,29.0,45.56,5.33,78.54,3.0,30.3
2013-12-31,1.76,29.0,4.22,1.0,2.5,47.56,28.96,3.92,1.0,40.01,20.2,44.96,14.28,24.07,1.0,28.5
2013-3-3,1.21,25.0,6.16,1.0,2.0,50.88,25.01,5.51,0.5,45.12,28.0,48.65,22.36,59.29,0.5,33.0
2005-8-7,2.21,30.16,1.13,1.0,1.0,42.07,27.33,2.14,0.51,54.6,31.86,52.04,6.41,51.12,2.48,33.0
2010-9-14,1.23,23.37,2.8,1.0,4.5,50.88,25.96,4.51,2.5,76.22,27.19,61.47,2.93,89.65,3.0,31.1
2010-11-7,5.42,20.1,2.37,1.0,4.5,53.66,20.73,6.25,2.5,56.34,27.31,55.0,14.72,79.99,3.0,30.5
2010-3-19,4.39,5.13,9.86,0.2,20.0,58.7,0.0,7.27,3.0,73.45,25.93,78.33,25.73,99.2,1.0,33.0
2006-2-18,13.67,1.03,38.38,1.0,0.5,54.78,732.64,7.43,0.51,47.33,28.04,62.25,146.5,54.64,0.5,33.0
2011-5-8,1.67,25.0,7.5,1.0,1.0,47.56,24.0,5.01,1.0,61.83,30.4,69.16,19.25,100.06,2.0,31.5
2013-4-30,1.06,29.44,2.4,1.0,2.5,54.22,23.04,6.68,2.5,57.8,28.0,45.36,11.22,65.01,1.0,32.7
2006-11-18,1.74,29.15,3.17,1.0,3.0,57.58,29.24,3.62,2.0,42.74,28.89,33.02,5.37,34.9,4.0,33.0
2011-8-24,1.73,24.0,3.47,1.0,4.0,48.11,22.53,5.44,2.0,40.42,26.0,63.42,10.01,89.83,2.0,31.9
2006-4-12,1.47,20.04,8.27,1.0,0.5,46.46,1.93,5.53,0.51,51.76,27.93,59.11,27.44,70.79,0.51,33.0
2006-6-4,3.65,27.31,2.84,1.0,2.0,53.1,21.02,2.04,0.52,54.81,30.94,56.76,13.26,66.78,1.98,31.0
2014-4-20,0.22,25.0,6.6,0.2,1.0,54.78,18.6,2.77,1.0,47.8,21.92,45.06,6.43,4.51,1.0,21.06
2010-2-25,2.56,5.09,9.14,0.2,40.0,61.52,0.0,10.02,7.0,79.17,27.6,89.95,51.36,97.07,6.0,33.0
2008-9-1,3.2,25.15,1.04,1.0,3.5,57.58,26.97,3.16,1.0,50.95,18.07,51.52,11.89,58.99,4.5,26.2
2012-8-15,0.68,30.32,1.75,1.0,1.0,56.46,32.47,4.97,0.0,57.18,31.0,46.15,7.78,75.66,1.5,33.0
2007-9-19,1.04,26.21,0.91,0.6,2.5,55.9,29.6,1.64,1.5,47.93,28.06,45.83,5.44,34.04,3.5,29.1
2008-7-12,3.32,24.91,2.04,1.0,1.5,58.7,27.39,3.05,0.76,51.56,25.1,48.65,19.71,65.48,1.79,27.2
2007-2-1,1.18,16.8,3.36,1.0,0.5,57.02,0.0,6.61,0.49,34.26,26.48,40.12,40.22,52.01,0.5,31.1
2009-11-16,6.98,30.37,3.48,1.0,2.0,54.78,32.13,3.51,2.0,52.17,28.37,49.26,34.13,86.56,2.0,29.9
2006-7-14,3.12,27.72,2.36,1.0,2.0,55.34,23.07,5.65,0.52,56.64,30.32,56.65,6.6,60.54,1.02,33.0
2005-5-29,4.53,23.09,3.76,1.0,1.0,49.22,25.72,4.27,0.21,53.18,30.03,59.21,45.16,58.1,0.53,31.4
2006-10-1,2.55,22.99,5.92,1.0,3.0,51.99,19.3,3.25,1.01,41.54,29.09,40.12,9.66,45.69,3.0,28.9
2005-9-15,1.24,29.35,2.67,1.0,3.0,53.1,26.93,2.91,0.51,58.07,30.03,49.57,9.26,43.33,3.51,31.5
2008-12-11,3.15,24.12,5.81,1.0,2.0,53.66,16.28,5.79,1.5,48.13,28.08,47.74,22.55,47.55,2.0,31.4
2008-4-7,17.13,26.63,4.61,1.0,0.2,59.82,22.39,6.06,0.1,48.74,25.19,40.7,36.68,55.56,0.1,25.8
2010-3-10,2.55,14.32,8.25,0.2,40.0,57.58,5.35,7.48,7.0,80.45,25.1,85.22,34.38,99.39,6.0,31.4
2012-3-8,4.42,23.04,1.5,1.0,2.0,40.44,23.04,2.6,1.5,54.04,30.96,51.39,14.2,81.01,1.5,31.6
2013-12-5,2.14,22.34,2.48,1.0,3.0,43.72,21.86,0.36,2.0,48.63,31.7,44.86,17.7,27.89,2.0,33.0
2010-2-13,6.16,0.0,12.78,0.2,50.0,62.65,0.0,11.12,4.85,95.82,24.05,88.73,38.65,96.89,6.0,31.0
2011-2-26,3.94,10.0,10.25,1.0,34.99,45.36,0.0,3.52,0.25,53.62,30.0,51.49,29.39,93.63,0.25,33.0
2010-9-10,1.24,28.65,1.13,1.0,4.5,49.77,23.5,3.64,2.5,76.22,27.39,62.99,5.87,90.78,3.0,31.5
2010-11-10,6.2,20.09,1.1,1.0,4.5,59.82,20.31,12.82,2.5,54.87,26.1,54.8,9.09,79.43,3.0,33.0
2014-3-17,1.68,23.64,2.83,0.2,1.0,51.99,13.14,3.21,1.0,51.53,22.0,31.33,2.2,8.85,1.0,25.5
2012-7-9,5.06,35.0,3.34,1.0,2.0,54.22,29.0,5.32,0.5,38.79,23.75,43.49,20.39,81.86,0.5,26.6
2009-8-16,4.44,27.99,0.9,1.0,2.0,55.9,32.2,2.86,2.0,62.39,28.06,42.07,12.35,88.01,2.0,31.9
2008-7-13,4.27,26.56,1.05,1.0,1.5,55.34,25.08,4.66,1.0,51.96,25.113,48.35,16.9,65.37,2.0,31.8
2014-3-27,1.09,24.62,2.6,0.2,1.0,44.26,23.78,2.57,1.0,54.25,22.38,37.06,2.88,6.83,1.0,26.2
2013-2-17,12.2,10.21,6.18,1.0,1.0,57.58,1.35,12.26,0.25,56.34,24.5,48.35,30.27,56.82,0.25,32.8
2008-4-10,10.48,0.0,14.3,1.0,0.2,50.88,0.0,2.47,0.1,50.35,24.32,45.13,36.66,56.48,0.1,30.7
2009-7-7,3.24,21.03,1.07,1.0,2.0,52.55,16.0,2.73,2.0,53.18,26.99,59.32,12.48,90.42,2.0,29.7
2008-9-15,5.15,26.04,3.9,1.0,3.5,63.21,25.32,4.83,1.0,49.34,25.56,52.04,6.63,55.56,4.5,26.4
2011-7-14,3.16,25.0,2.08,1.0,1.5,44.81,24.42,4.52,1.5,55.5,29.0,62.88,14.58,96.52,1.5,33.0
2008-9-12,1.07,25.51,2.42,1.0,3.5,58.14,26.76,3.31,1.0,49.14,27.39,52.56,7.46,56.28,4.5,30.7
2013-8-14,3.61,29.79,3.05,1.0,1.5,47.56,25.49,3.59,2.5,57.18,30.9,48.55,9.51,50.42,2.0,33.0
2006-9-18,3.17,23.14,1.05,1.0,4.5,49.77,25.55,1.26,2.0,47.13,33.54,41.09,8.61,47.92,5.01,30.4
2005-12-18,15.09,27.47,2.23,1.0,2.0,58.7,27.24,18.32,0.5,41.35,23.4,34.51,21.39,37.39,2.0,33.0
2011-6-18,3.93,25.0,4.99,1.0,1.2,44.81,15.0,3.52,1.28,57.8,30.0,75.86,16.2,98.16,1.5,33.0
2010-7-11,1.63,22.39,4.25,1.0,2.0,56.46,13.93,6.17,1.9,84.34,30.0,82.03,10.23,97.8,1.0,28.8
2012-3-1,7.11,23.04,1.31,1.0,2.0,43.17,23.04,5.36,0.5,53.62,27.6,49.36,19.44,81.8,0.5,33.0
2005-7-26,6.55,15.11,2.14,1.0,1.0,49.77,23.01,7.32,0.51,57.87,13.3,55.17,28.44,52.49,2.51,31.5
2011-4-10,0.36,25.0,14.0,1.0,1.5,47.01,15.0,5.97,0.5,55.92,27.2,62.88,27.83,96.58,0.5,31.2
2013-2-24,0.72,13.13,15.62,1.0,1.5,49.77,2.04,7.11,0.5,50.91,24.9,47.65,17.4,58.35,0.5,33.0
2008-5-15,4.61,23.11,1.02,1.0,0.2,52.55,21.35,4.77,0.1,49.34,27.6,55.91,26.39,65.43,0.1,30.9
2013-4-15,12.43,14.17,11.6,1.0,2.0,52.55,738.47,6.93,1.0,61.83,25.6,50.07,29.8,65.32,1.0,28.6
2008-4-2,5.02,19.33,5.81,0.94,0.2,55.34,15.24,3.34,0.1,45.33,23.9,43.05,28.97,54.93,0.1,31.3
2007-6-30,3.76,29.05,1.84,0.6,1.0,59.82,23.34,4.59,0.5,49.14,30.0,39.74,13.45,42.32,1.63,33.0
2006-6-1,3.81,26.2,4.6,1.0,2.0,51.99,21.39,3.22,0.52,54.81,31.85,59.11,19.0,67.09,2.0,32.1
2014-1-30,1.78,29.92,3.79,0.5,1.0,40.98,20.11,0.44,1.0,46.98,33.0,41.35,5.18,17.67,1.0,31.5
2012-10-10,4.07,32.94,1.69,1.0,3.5,53.66,33.22,2.52,2.5,37.98,30.0,38.29,3.24,63.17,3.5,33.0
2007-10-7,2.65,31.73,1.12,0.6,3.5,57.58,29.46,2.46,2.0,42.14,30.15,49.47,3.96,29.04,4.5,33.0
2014-1-4,1.9,30.66,3.23,1.0,1.21,45.36,23.43,0.5,1.0,41.03,31.56,45.56,22.83,23.37,1.0,33.0
2010-11-2,3.23,20.13,2.45,1.0,4.5,53.1,20.73,6.36,2.5,59.7,27.9,55.84,14.68,80.78,3.0,30.4
2010-12-4,5.15,19.24,5.54,1.0,3.5,47.01,0.0,5.53,2.0,49.87,27.0,47.25,13.34,77.04,2.5,33.0
2007-11-11,4.47,21.77,12.11,0.6,0.5,53.66,0.0,4.14,0.51,34.85,27.93,42.17,47.71,29.63,0.51,32.5
2004-5-14,1.9,23.93,2.73,0.1,0.7,59.82,27.4,0.91,0.1,49.34,26.1,47.23,13.05,9.47,0.4,30.4
2004-5-3,1.09,23.96,4.54,0.1,0.7,54.78,734.36,1.75,0.1,45.13,29.54,48.55,12.62,10.23,0.39,30.7
2004-10-4,3.46,29.57,2.84,1.0,1.5,69.48,26.61,5.24,0.4,43.33,28.06,52.66,24.53,28.0,3.19,32.3
2009-9-20,3.08,14.69,4.51,1.0,2.0,53.66,0.0,3.88,2.0,53.99,29.8,48.55,12.87,87.14,2.0,31.7
2012-1-31,5.49,15.24,8.75,1.0,1.0,42.07,0.0,5.79,0.5,57.18,22.57,62.23,32.41,79.55,0.5,32.2
2005-10-17,1.24,17.0,1.01,1.0,3.0,49.22,21.08,2.89,0.49,43.93,29.2,41.87,12.05,39.85,3.53,31.1
2011-10-1,5.59,32.0,0.59,1.0,5.0,47.01,32.0,2.54,3.0,45.95,30.0,46.65,0.26,79.66,3.0,33.0
2006-12-24,31.61,13.35,11.68,1.0,1.0,60.95,14.59,18.94,0.5,43.13,13.113,38.87,45.95,34.0,1.0,28.0
2011-12-14,9.08,10.1,6.42,1.0,2.0,44.81,17.22,4.12,0.5,54.04,28.0,50.17,24.27,72.56,0.5,31.6
2007-2-13,11.48,20.46,7.22,1.0,0.5,53.1,21.52,8.17,0.5,39.37,20.1,42.36,26.47,53.01,0.5,31.7
2008-12-14,1.37,23.39,1.52,1.0,1.5,54.78,15.33,2.64,1.5,48.53,26.0,45.93,8.84,47.37,1.5,28.2
2010-8-18,1.03,24.3,1.05,1.0,3.0,45.91,23.45,5.15,2.0,78.84,25.77,68.6,9.49,95.8,2.0,30.4
2005-5-11,3.2,27.11,1.11,1.0,1.0,45.91,27.41,2.38,0.21,47.33,30.1,46.43,14.71,56.53,3.01,31.0
2008-9-5,1.08,23.27,0.99,1.0,3.5,54.22,27.6,4.11,1.0,50.35,27.99,52.14,12.64,58.05,4.5,31.1
2004-12-27,22.95,15.19,9.13,1.0,1.0,60.39,17.75,11.88,0.41,47.13,13.4,30.99,65.27,28.2,0.52,27.8
2006-7-17,3.09,27.74,1.41,1.0,2.0,55.9,27.35,2.36,0.51,56.44,30.32,56.65,10.64,60.04,1.02,30.2
2006-5-4,1.09,25.42,2.84,1.0,2.0,53.1,21.39,4.19,0.52,56.64,28.34,56.86,13.95,69.78,1.0,33.0
2012-4-29,3.86,35.1,0.02,1.0,2.0,51.99,31.3,6.02,0.5,74.92,23.96,58.05,18.08,73.43,0.5,28.0
2012-11-6,1.22,30.53,1.61,1.0,3.0,49.77,25.57,4.0,1.75,51.95,30.0,37.82,5.83,55.9,1.33,33.0
2012-2-26,1.87,23.04,4.03,1.0,2.0,48.11,23.04,12.34,0.83,50.08,24.16,47.35,8.78,82.25,0.8,30.0
2004-5-16,6.6,23.97,5.82,0.1,0.7,57.02,26.77,2.02,0.1,50.75,26.19,47.64,31.23,9.36,0.4,29.1
2008-8-21,2.81,25.31,1.01,1.0,1.5,54.22,26.47,5.06,0.5,50.55,23.1,52.56,13.35,61.04,2.5,31.2
2007-6-5,3.04,27.31,4.7,1.0,1.0,54.22,25.21,4.84,0.5,50.35,25.2,45.13,26.21,45.69,1.01,32.5
2004-3-18,1.86,19.56,3.66,0.1,0.7,55.9,12.93,3.98,0.1,57.87,26.03,56.54,20.89,4.73,0.4,30.4
2009-2-9,12.48,10.13,8.71,0.7,0.5,67.19,1.92,20.47,0.5,50.75,10.5,43.54,41.52,67.3,0.5,22.3
2005-5-18,1.05,26.95,1.0,1.0,1.0,48.67,28.96,2.6,0.21,46.93,30.09,46.33,16.33,55.75,3.01,31.2
2010-10-8,6.83,10.34,4.58,1.0,4.5,51.99,9.63,4.52,2.5,65.02,26.56,60.61,14.13,86.1,3.0,29.1
2010-9-4,2.29,23.9,4.03,1.0,4.5,58.7,25.21,4.41,2.5,73.84,28.69,65.61,7.43,92.32,3.0,31.6
2008-10-14,2.3,24.93,3.0,1.0,2.0,58.14,23.43,3.54,1.5,52.98,28.06,44.53,7.78,51.68,1.5,31.1
2013-3-16,1.21,29.53,3.11,1.0,1.0,47.56,21.06,8.06,0.25,56.97,23.4,46.05,26.74,60.09,0.25,31.5
2013-1-6,2.64,24.61,7.12,1.0,1.5,47.56,0.0,3.59,0.25,47.18,27.0,46.35,14.45,48.93,0.25,33.0
2012-1-17,17.03,5.0,15.5,1.0,2.0,40.98,737.43,7.25,0.5,52.99,15.33,54.28,65.03,72.99,0.5,29.9
2007-10-3,2.97,26.01,1.4,0.6,2.5,56.46,26.46,0.86,1.49,42.54,29.7,51.83,6.96,30.21,3.5,33.0
2012-3-11,12.48,23.04,4.89,1.0,2.21,44.81,23.04,9.52,1.27,55.08,25.27,52.11,30.25,80.56,1.58,30.9
2013-1-9,3.29,23.91,3.42,1.0,1.76,47.56,26.4,3.21,0.37,46.56,29.1,44.96,10.9,48.75,0.36,32.8
2012-10-9,1.3,32.93,2.21,1.0,3.5,55.34,33.5,3.0,2.5,37.57,31.28,38.48,3.54,63.52,3.5,32.3
2009-5-28,8.66,25.93,5.75,1.0,1.5,62.65,20.37,4.7,1.5,63.84,28.38,61.16,16.8,92.26,1.5,28.6
2009-5-7,1.16,26.53,4.28,1.0,2.0,61.52,23.38,3.83,2.0,62.6,28.07,62.36,19.79,93.21,2.0,30.4
2008-2-8,8.91,26.14,10.58,0.6,0.3,54.22,19.02,4.54,0.2,35.24,23.1,44.24,43.31,39.68,0.31,29.1
2012-8-26,3.22,30.16,4.1,1.0,1.0,47.01,30.0,3.57,1.5,58.87,31.33,48.95,5.73,72.67,1.5,33.0
2008-11-30,1.99,24.35,6.19,1.0,1.5,56.46,13.0,3.33,1.0,49.14,23.1,53.28,19.5,48.1,1.0,29.0
2009-5-17,2.0,26.16,5.25,1.0,1.0,55.34,22.78,4.82,1.0,63.84,27.115,62.79,23.78,93.03,1.0,30.0
2004-7-25,1.27,19.96,6.3,0.1,0.5,62.65,2.32,2.26,0.1,46.13,23.43,54.85,18.76,18.07,0.42,24.1
2008-9-10,1.05,25.53,2.5,1.0,3.5,62.08,27.53,3.04,1.0,49.54,27.95,52.66,8.2,56.77,4.5,28.5
2006-3-26,4.71,19.3,12.67,1.0,1.0,54.78,1.21,10.13,0.51,49.34,26.32,55.27,40.99,65.94,0.8,33.0
2008-3-16,9.88,6.3,14.67,0.6,0.3,47.56,0.0,2.63,0.2,41.94,18.26,48.45,34.47,47.69,0.31,30.6
2010-6-27,3.48,21.92,3.27,1.0,2.0,54.78,15.74,4.54,1.0,89.66,26.88,89.68,12.02,98.65,1.0,31.9
2004-8-31,1.0,25.0,1.09,1.0,1.0,57.58,25.01,0.72,0.1,48.53,25.9,48.45,14.45,12.87,1.91,27.6
2008-8-28,1.07,25.2,1.05,1.0,1.5,62.08,25.0,3.5,0.5,49.94,28.09,51.62,7.81,59.84,2.5,29.1
2012-7-17,7.27,30.1,3.18,1.0,2.0,51.99,23.2,5.79,0.5,45.12,30.0,41.35,19.66,80.56,0.5,30.4
2013-12-28,1.01,30.33,7.24,1.0,3.0,44.26,28.96,0.64,2.5,38.59,28.84,43.78,4.23,24.8,3.5,30.9
2010-12-15,2.73,0.0,6.14,1.0,2.5,56.46,0.0,16.35,1.19,36.16,17.3,46.45,18.18,79.15,1.34,30.2
2007-11-4,11.67,13.17,11.73,0.6,1.0,64.92,12.86,18.68,0.51,37.0,13.05,41.39,59.64,26.67,1.0,27.2
2013-2-23,5.74,10.13,6.05,1.0,1.29,51.99,2.04,6.88,0.36,51.95,27.1,47.15,21.79,58.2,0.38,33.0
2012-8-7,1.13,29.0,3.57,1.0,1.0,44.81,26.93,4.89,1.5,56.76,28.63,46.05,7.18,77.48,1.5,33.0
2011-6-9,6.8,25.0,3.8,1.0,1.0,46.46,26.0,3.68,1.0,56.34,30.8,77.01,15.59,98.16,2.0,33.0
2007-3-9,2.97,30.01,6.29,1.0,1.0,50.88,23.31,3.79,0.5,40.16,30.2,40.8,11.66,51.73,1.5,33.0
2008-11-27,8.47,24.37,6.44,1.0,1.0,60.39,18.6,6.6,1.0,47.73,20.31,53.6,15.3,48.24,1.0,28.9
2012-1-2,17.82,32.11,6.85,1.0,2.0,47.56,30.15,17.06,0.9,52.99,7.34,44.27,37.17,71.75,0.94,23.4
2011-12-19,5.79,5.04,5.45,1.0,2.0,46.46,5.9,3.34,0.5,45.74,31.0,52.93,23.07,72.99,0.5,31.4
2005-5-15,3.19,27.11,1.1,1.0,1.0,47.56,29.02,4.03,0.21,47.13,30.09,46.53,20.92,56.04,3.01,30.7
2012-4-28,0.96,32.0,1.2,1.0,2.1,50.88,31.3,7.73,0.5,73.62,20.4,58.58,18.17,73.59,0.5,28.6
2008-10-27,1.33,24.07,1.06,1.0,3.0,54.78,22.63,3.71,2.0,52.78,28.06,45.03,3.96,49.25,2.0,29.3
2004-11-16,9.39,21.11,3.16,1.0,1.5,61.52,17.03,9.61,0.4,41.54,23.26,40.41,15.09,25.55,1.4,28.4
2011-8-14,5.72,23.0,0.34,1.0,4.0,41.53,29.0,1.27,2.0,44.3,31.29,61.69,10.77,91.78,2.0,33.0
2008-12-3,9.19,24.72,5.34,1.0,1.5,57.58,17.9,5.86,1.0,49.54,23.65,52.56,23.69,48.06,1.0,30.0
2005-7-6,1.08,27.15,1.34,1.0,1.0,54.78,27.48,1.99,0.51,57.66,30.07,61.48,14.98,54.44,2.554,29.1
2009-7-4,2.51,17.76,5.52,1.0,2.0,58.14,16.81,3.29,2.0,54.6,29.98,59.64,18.81,90.6,2.0,29.8
2012-11-15,0.9,32.6,6.7,1.0,3.0,49.77,27.4,3.47,2.5,56.34,31.0,37.06,7.97,53.92,1.5,32.5
2007-8-6,1.97,26.66,1.0,0.6,0.5,54.78,26.21,1.98,0.5,47.13,23.1,48.25,14.44,42.1,0.55,25.1
2004-4-24,1.22,14.59,5.61,0.1,0.7,44.81,2.46,2.71,0.1,50.95,25.0,61.05,21.86,8.88,0.4,31.5
2007-3-20,12.25,2.93,9.18,0.3,1.0,54.22,3.39,11.7,0.5,46.33,12.313,45.53,48.2,51.07,0.92,32.2
2011-1-23,8.38,25.52,17.67,2.0,80.33,44.26,0.0,7.86,0.25,79.06,26.34,68.27,63.01,101.17,0.25,32.2
2009-1-25,1.42,14.66,13.65,1.0,1.0,57.02,0.75,5.75,0.5,42.93,27.02,37.72,34.38,59.79,0.5,29.8
2004-11-1,3.3,24.74,1.38,1.0,1.0,47.56,19.44,3.58,0.4,43.73,29.93,47.94,13.41,26.18,0.92,33.0
2005-8-22,2.84,29.77,1.63,1.0,2.0,47.56,28.36,1.9,0.51,55.01,32.1,50.29,8.92,47.92,3.49,33.0
2009-1-11,13.88,14.39,15.92,1.0,1.0,59.82,1.01,6.51,0.5,50.75,25.95,40.22,33.6,55.07,0.5,28.0
2012-9-8,1.82,26.02,0.24,1.0,2.5,53.66,25.3,3.51,2.5,54.25,30.0,51.9,8.49,69.19,2.5,33.0
2006-7-5,1.09,27.01,2.68,1.0,2.0,53.1,28.9,2.24,0.52,53.79,32.25,55.06,16.67,62.2,2.06,33.0
2014-2-25,1.4,24.76,2.47,0.2,1.0,53.1,13.31,3.44,1.0,40.01,25.115,34.26,4.48,12.28,2.0,28.4
2009-1-16,4.93,14.72,13.87,1.0,1.0,54.22,0.59,5.09,0.5,48.13,21.16,38.39,23.94,56.48,0.5,29.5
2013-1-21,7.06,19.47,8.65,1.0,1.5,48.11,0.0,3.09,0.25,53.2,26.28,43.29,19.26,52.72,0.25,31.3
2004-9-19,5.54,30.23,7.17,1.0,1.0,55.34,32.97,2.67,0.2,45.73,30.9,49.47,26.55,31.43,3.42,29.2
2004-7-8,2.39,23.03,2.83,0.1,0.7,53.1,27.24,1.69,0.1,44.53,28.03,49.67,12.2,15.9,0.4,30.6
2005-2-17,1.4,10.12,7.99,1.0,1.0,48.67,1.79,4.5,0.1,45.73,27.53,38.1,24.26,48.28,0.42,32.0
2008-4-14,13.06,0.0,7.53,1.0,0.2,58.14,0.0,5.48,0.1,46.93,26.8,52.87,32.48,58.2,0.1,29.8
2006-2-4,1.41,24.91,4.08,1.0,1.0,45.91,13.13,4.95,0.5,37.4,28.08,46.13,40.35,46.51,0.54,33.0
2008-12-30,4.24,14.91,5.13,1.0,0.5,51.99,14.9,2.68,0.5,53.79,28.0,40.41,19.79,51.07,0.5,28.7
2011-3-18,8.92,10.0,16.57,1.0,42.5,45.36,0.0,5.0,0.25,54.66,28.0,69.72,36.89,94.11,0.25,32.0
2014-3-7,0.98,23.57,2.07,0.2,1.0,45.91,21.02,2.41,1.0,44.51,23.55,32.79,7.54,10.59,1.0,27.7
2005-12-16,4.98,27.53,2.39,1.0,2.0,43.17,24.9,1.81,0.5,39.76,29.14,34.6,15.09,37.68,2.0,32.0
2006-1-17,1.57,26.87,1.1,1.0,1.0,38.26,25.52,4.0,0.5,38.97,27.24,43.25,22.29,46.23,0.53,31.9
2007-11-6,6.19,10.3,16.5,0.6,0.67,55.34,0.0,4.0,0.52,38.18,25.03,44.14,47.04,27.89,0.69,30.4
2009-12-5,13.26,23.92,12.13,1.0,2.0,53.1,32.47,4.37,0.5,72.6,24.7,57.29,56.28,87.84,0.5,30.6
2008-1-25,6.16,16.98,7.96,0.6,0.3,50.33,9.33,3.87,0.2,33.67,25.113,36.67,24.97,34.98,0.31,30.9
2009-5-19,1.07,24.71,3.08,1.0,1.0,55.34,22.63,4.35,1.0,63.63,27.115,62.68,18.05,92.91,1.0,31.5
2011-1-11,44.82,23.93,25.03,1.0,1.0,93.42,0.0,49.49,0.25,49.87,17.9,46.35,85.05,94.29,0.25,27.0
2010-1-28,15.06,18.69,21.73,0.2,90.22,63.21,0.0,18.03,11.0,96.91,15.1,96.0,107.46,100.18,7.0,33.0
2012-1-26,4.94,11.72,7.79,1.0,1.0,46.46,0.0,8.29,0.5,53.83,23.1,64.95,26.9,77.48,0.5,28.5
2010-9-6,1.27,27.01,1.59,1.0,4.5,60.39,23.99,4.71,2.5,74.05,25.78,64.95,6.26,91.84,3.0,28.5
2004-8-19,1.22,25.97,2.68,0.74,1.0,62.08,25.99,3.05,0.1,47.73,27.119,47.54,15.22,15.51,1.9,28.4
2004-10-26,16.95,19.02,4.94,1.0,1.0,60.39,20.73,14.45,0.4,45.33,21.3,48.25,32.31,26.6,1.01,30.8
2008-1-11,1.05,25.31,4.67,0.6,0.5,51.99,21.39,3.7,0.5,32.12,23.1,36.3,14.96,31.63,0.5,31.2
2004-3-28,2.99,20.23,3.83,0.1,0.7,54.78,16.01,3.44,0.1,55.83,27.86,55.38,20.37,5.94,0.4,31.2
2007-2-8,6.75,22.17,3.84,1.0,0.5,51.99,21.13,5.82,0.49,36.22,23.92,39.16,30.49,52.44,0.5,30.7
2004-1-16,6.41,27.66,7.77,0.22,0.7,39.35,27.05,2.03,0.3,41.7,29.2,33.2,41.16,5.09,0.53,31.5
2013-3-1,2.31,17.02,10.46,1.0,1.77,50.88,732.21,6.98,0.5,45.33,28.0,47.75,17.93,59.29,0.5,33.0
2012-9-24,1.11,24.5,2.23,1.0,2.5,51.44,17.0,3.48,2.5,46.56,30.0,40.68,4.88,66.46,2.5,31.5
2007-8-10,1.86,26.77,2.58,0.6,0.5,54.22,27.4,3.18,0.5,47.33,23.1,49.06,7.56,41.45,0.38,31.2
2013-8-11,2.3,30.1,2.31,1.0,1.5,44.81,27.34,2.65,2.5,57.39,29.9,49.56,6.88,51.02,2.0,33.0
2007-8-25,1.2,29.9,2.36,0.6,1.0,55.9,25.33,0.6,1.0,47.33,30.1,47.74,10.89,39.08,1.51,30.1
2011-8-25,0.73,24.0,5.23,1.0,4.0,46.46,22.53,6.44,2.0,40.21,25.0,63.64,10.02,89.65,2.0,31.9
2010-4-15,7.04,21.61,12.65,1.0,40.0,46.46,0.0,7.84,1.0,84.56,25.19,75.63,23.34,103.84,5.0,33.0
2005-10-31,5.07,23.95,2.85,1.0,3.0,58.7,27.24,7.0,0.51,47.13,24.3,41.78,22.35,37.98,3.48,30.3
